sensor_169,sensor_445,sensor_369,sensor_578,sensor_175,sensor_422,sensor_417,sensor_295,sensor_409,sensor_203,sensor_575,sensor_492,sensor_300,sensor_154,sensor_151,sensor_416,sensor_170,sensor_588,sensor_197,sensor_333,sensor_138,sensor_171,sensor_031,sensor_471,sensor_457,sensor_282,sensor_205,sensor_472,sensor_297,sensor_377,sensor_358,sensor_109,sensor_010,sensor_101,sensor_225,sensor_152,sensor_434,sensor_078,sensor_497,sensor_218,sensor_080,sensor_560,sensor_025,sensor_102,sensor_229,sensor_198,sensor_093,sensor_443,sensor_042,sensor_553,sensor_095,sensor_353,sensor_489,sensor_524,sensor_137,sensor_271,sensor_554,sensor_570,sensor_424,sensor_288,sensor_253,sensor_526,sensor_584,sensor_425,sensor_500,sensor_458,sensor_432,sensor_364,sensor_569,sensor_108,sensor_487,sensor_394,sensor_276,sensor_367,sensor_413,sensor_435,sensor_299,sensor_547,sensor_393,sensor_576,sensor_312,sensor_325,sensor_079,sensor_408,sensor_567,sensor_561,sensor_182,sensor_290,sensor_342,sensor_439,sensor_148,sensor_511,sensor_287,sensor_092,sensor_345,sensor_130,sensor_213,sensor_083,sensor_204,sensor_357,sensor_480,sensor_286,sensor_456,sensor_139,sensor_094,sensor_128,sensor_304,sensor_429,sensor_321,sensor_339,sensor_206,sensor_431,sensor_437,sensor_366,sensor_004,sensor_378,sensor_486,sensor_209,sensor_438,sensor_541,sensor_105,sensor_574,sensor_228,sensor_298,sensor_430,sensor_280,sensor_224,sensor_361,sensor_183,sensor_217,sensor_469,sensor_349,sensor_461,sensor_072,sensor_523,sensor_568,sensor_354,sensor_281,sensor_196,sensor_215,sensor_064,sensor_473,sensor_332,sensor_407,sensor_140,sensor_041,sensor_360,sensor_011,sensor_249,sensor_279,sensor_274,sensor_488,sensor_440,sensor_163,sensor_590,sensor_460,sensor_104,sensor_522,sensor_301,sensor_222,sensor_484,sensor_272,sensor_475,sensor_552,sensor_147,sensor_303,sensor_512,sensor_081,sensor_566,sensor_068,sensor_103,sensor_389,sensor_433,sensor_406,sensor_181,sensor_419,sensor_426,sensor_216,sensor_589,sensor_115,sensor_338,sensor_076,sensor_168,sensor_172,sensor_388,sensor_449,sensor_577,sensor_024,sensor_082,sensor_162,sensor_483,sensor_096,sensor_305,sensor_161,sensor_392,sensor_352,sensor_436,sensor_418,sensor_077,sensor_202,sensor_447,sensor_336,sensor_278,sensor_564,sensor_420,sensor_145,sensor_585,sensor_126,sensor_099,sensor_015,sensor_146,sensor_292,sensor_211,sensor_587,sensor_546,sensor_573,sensor_226,sensor_322,sensor_501,sensor_318,sensor_189,sensor_362,sensor_491,sensor_317,sensor_097,sensor_005,sensor_291,sensor_572,sensor_212,sensor_414,sensor_485,sensor_474,sensor_090,sensor_239,sensor_275,sensor_223,sensor_273,sensor_201,sensor_065,sensor_240,sensor_060,sensor_490,sensor_477,sensor_052,sensor_302,sensor_542,sensor_368,sensor_481,sensor_556,sensor_387,sensor_363,label
0.055,0.7115,0.0028,18.4745,0.2885,2.1356,4.372,193.3055,3.5472,5.67,3.3933,3.0612,0.0374,0.0111,4.135,4.5692,0.16,0.016,4.41,1.7253,187.4,0.9365,0.2188,3.6302,12.3665,0.0139,0.2911,4.7961,1221.0532,0.0015,0.0012,-0.0112,0.0016,-0.0002,0.0209,18.319,11.3009,0.0034,13.5298,0.086,0.053,0.5777,1566.25,-0.0001,0.0378,16.39,0.0043,1.5234,4.866,0.1979,-0.0001,0.0201,377.9376,0.1102,165.1,20.3137,7.4279,29.0954,93.0639,0.11,4.7237,4.0815,0.009,4.564,800.0,2.9153,18.835,259.0139,4.5852,-0.2305,146.4842,0.1442,0.1789,0.0107,15.4743,11.9084,0.0492,0.9111,0.0016,0.1184,0.0767,20.5479,-0.0461,0.8555,2.15045,0.0863,0.708,1.3949,2.0284,27.6451,0.0863,160.0,4.8212,-0.2211,28.0711,0.0,0.0325,0.0759,20.408,1.5458,2.0624,1.5653,2.2797,39.5,-0.001,0.5815,0.0197,3.5064,0.0497,1.9336,6.67,6.9149,3.4255,0.0089,1418.5634,0.0013,109.0515,80.087,4.8996,0.8223,-0.0001,0.3901,0.0341,79.8681,3.161,0.0404,156.3097,0.0006,7.78,0.0788,16.9284,0.0211,37.1173,91.8302,12.5106,0.1329,0.0296,0.014,0.24,0.0776,13.4282,94.5769,0.0754,3.1434,219.5129,14.55,0.0235,0.0177,0.029,0.0012,14.5888,0.0,25.1397,177.0,62.9443,1.7594,-0.0029,0.0,0.0781,0.0738,57.8061,56.2996,25.2844,1.15,0.05,0.2651,0.0,-0.0046,0.2984,0.8408,0.1342,30.1957,95.5298,0.042,14.74,0.0,3.66,0.0719,0.0051,0.0,1.7253,-0.035,0.9,0.132,0.0,0.1857,1.875,-3003.25,-0.0209,2869.0,172.7565,0.0001,0.056,582.0,0.0083,0.0283,4.5557,7.1808,-0.0668,4.41,1.3016,1.5614,1.638,0.651,0.0,0.1134,0.0027,0.9271,-0.1431,4.4432,0.0562,0.0181,0.0604,0.0254,7.116,9.98,646.7002,1.4203,0.0,0.2421,78.839,53.4101,68.226,4.2122,0.1472,1.4905,0.1094,2.1116,0.0386,32.6039,138.7755,31.615,0.1546,0.0046,81.2474,0.0019,67.7186,12.7,13.9491,0.0035,26.0509,113.3817,34.6218,212.4051,1.0018,8.5745,0.0033,87.2121,54.4417,0.0086,0.007,0
0.097,0.8464,0.0063,19.563,0.4071,2.1579,1.7379,189.1197,3.0944,8.211,2.7707,2.8074,0.0608,0.0064,5.796,5.4174,0.435,0.016,7.52,1.8321,157.6,0.5928,0.2574,3.6022,7.2698,0.0172,0.4519,6.2063,1690.0492,0.0008,0.0011,-0.0848,0.0097,0.0002,0.0172,16.062,328.0,-0.0085,11.4705,0.0303,0.03,0.3155,250.0,0.0003,0.0202,14.6,-0.0018,1.3104,2.634,0.1807,0.0002,0.0233,97.7295,0.1008,111.7,17.9793,7.8275,21.9991,144.0716,0.112,2.1034,4.8537,0.0115,3.9208,0.0,5.6581,20.8451,229.6915,2.3378,0.0716,285.7501,0.1331,0.1944,0.0056,42.0939,12.8563,0.0722,0.613,0.0075,0.116,0.0372,14.5607,-0.0835,1.0931,2.3307,0.0593,0.658,1.3988,2.0614,22.9091,0.0062,113.6364,5.7481,0.0237,45.8219,-0.0946,0.0603,-0.0016,31.354,1.2553,2.776,1.789,4.8349,73.3999,0.0046,0.6738,0.0315,2.8684,0.0308,2.1091,7.45,6.0341,1.6872,0.0076,1590.1699,0.0011,98.6826,148.258,3.6657,2.0054,0.0002,0.4176,0.026,362.7984,3.9125,0.0322,94.207,0.0001,11.59,0.0495,43.8043,0.0345,23.2105,77.3667,8.6069,0.0654,0.0112,0.0166,0.276,0.0856,13.4854,130.0665,0.0796,5.5494,669.364,74.19,0.0245,0.0031,0.0052,0.0007,22.0117,0.0,37.678,820.0,62.9443,3.7391,-0.0022,0.0,0.0606,0.0774,155.8397,45.4769,26.2606,0.83,0.0588,0.2698,0.0,-0.0007,0.1467,1.0366,-0.0181,22.1476,81.1884,0.0336,17.43,616.0207,3.3274,0.0246,0.0051,0.0,1.8321,-0.0186,0.7,0.1211,0.0,0.8522,1.4843,-4947.75,-0.0507,4017.0,609.7545,0.0003,0.1457,555.0,0.0096,0.0363,6.1562,7.0258,-0.088,7.52,1.2054,2.2594,1.876,0.6667,0.0,0.1116,0.0037,1.163,0.6622,4.023,0.0596,0.0198,0.1133,0.0254,7.116,7.98,625.5,2.7941,439.1304,0.2028,54.595,30.1533,48.55745,6.4075,-0.402,1.2049,0.0947,2.1349,0.0532,49.9291,707.3314,32.9352,0.15,0.0025,243.8362,0.0004,54.9108,17.54,22.8327,0.0031,17.1673,0.0,43.5935,235.2164,0.8647,9.0943,0.007,70.4345,70.0277,0.0016,0.0061,0
0.089,0.7115,0.0025,7.4657,0.2885,6.5255,4.372,258.6877,5.3672,10.735,3.4043,2.5443,0.0385,0.013,5.834,4.5692,0.09,0.016,8.38,2.2865,118.0,0.9365,0.2009,2.2617,14.6356,0.0169,0.3421,3.2417,1147.3159,0.0014,0.001,-0.1129,0.0146,0.0004,0.0373,9.368,10.4383,0.0049,18.4263,0.0812,0.037,0.5777,1465.75,-0.0002,0.0167,17.17,0.0001,1.5234,4.866,0.1979,-0.0001,0.027,512.0,0.1786,85.2,30.9957,7.4279,31.08,125.2053,0.1411,2.9223,2.8615,0.013,2.1914,0.0,4.8249,18.1054,393.4718,1.9997,-0.013,264.863,0.1367,0.1789,0.0045,15.4743,8.7199,0.036,0.9111,0.0015,0.0523,0.0767,10.5086,-0.0411,1.0931,2.15045,0.0863,0.45,3.8328,3.2699,32.2581,0.0259,46.9861,2.775,-0.047,37.3192,-0.0946,0.0408,0.0323,26.124,1.6189,3.4603,1.9787,2.3973,39.5,0.0008,0.6738,0.0249,30.7085,0.0484,2.997,12.22,9.6031,0.4479,0.004,1418.5634,0.0011,204.6229,125.942,3.4931,2.0054,0.0003,0.1778,0.0135,77.6676,1.8782,0.0372,136.4214,0.0005,6.89,0.0832,30.222,0.039,41.1968,86.5559,15.8881,0.0997,0.0105,0.0231,0.231,0.0979,6.1218,267.4067,0.0729,5.5494,219.5129,14.55,0.0247,0.008,0.0127,0.0012,14.5888,74.9029,44.3031,153.0,62.9443,3.0331,-0.0019,0.0,0.0115,0.0768,99.4616,27.9448,63.8935,1.15,0.0529,0.3391,971.4286,0.0322,0.2491,1.1561,0.0202,43.86,89.5419,0.0336,15.44,625.7899,5.0783,0.0241,0.0051,0.0,2.2865,-0.0271,1.0,0.132,0.0,0.1857,1.8108,-2739.5,-0.0163,2453.0,481.6214,0.0001,0.0259,560.0,0.0065,0.0401,4.918,20.009,-0.0743,8.38,1.3016,1.4026,1.638,0.8015,664.3642,0.1075,0.0035,1.163,-0.3521,4.6595,0.0916,0.0089,0.1307,0.0254,7.116,9.69,1089.5996,2.3699,0.0,0.1569,27.462,39.5914,69.6548,4.5623,0.0367,1.4905,0.5528,2.381,0.0739,32.6039,832.6531,68.2865,0.2025,0.0048,81.2474,0.002,40.8367,16.37,12.2718,0.0034,27.7282,251.3932,29.5892,66.6605,0.8904,9.0943,0.0026,145.5036,54.4417,0.0035,0.0148,0
0.113,0.7941,0.0032,10.4655,0.3314,3.3833,4.372,146.5159,4.1719,4.173,3.2348,1.5925,0.0253,0.0049,5.476,4.5692,0.092,0.016,5.05,1.3416,98.6,0.9737,0.1907,4.8519,9.9335,0.0108,0.0778,8.4479,1245.5668,0.0024,0.0007,0.07,-0.0023,0.0,0.1595,9.076,8.0572,0.0133,79.1525,0.0653,-0.0357,0.5784,1539.0,0.0001,0.0178,15.79,0.0023,1.5117,2.408,0.1982,0.0001,0.011,345.5497,0.065,175.9,16.2057,10.6287,15.4662,103.9502,0.1657,2.9185,4.8792,0.0085,2.1442,574.5856,2.0495,17.9274,229.3688,1.8844,0.0096,106.5358,0.1475,0.1789,0.0048,15.4743,7.8838,0.0393,0.6939,0.0013,0.0751,0.1081,10.5968,-0.0465,0.8555,2.0902,0.1201,0.321,2.3658,1.2781,33.8028,0.0092,126.9231,2.4155,-0.0091,18.1129,0.0,0.0486,0.0441,19.939,1.4661,2.0118,1.9032,2.7847,39.5,0.0002,0.5815,0.0326,1.459,0.0327,1.3899,4.31,5.0839,4.0941,0.0042,1418.5634,0.0014,136.8478,52.752,4.5708,0.8223,-0.0006,0.2503,0.013,53.9011,2.5815,0.0304,90.3362,0.005,6.22,0.066,38.4775,0.0137,13.4659,107.2195,9.4524,0.0382,0.0398,0.0116,0.274,0.038,31.7364,38.5678,0.0793,3.1434,219.5129,78.31,0.0136,0.0035,0.0203,0.0012,14.5888,227.4326,59.2657,124.0,62.9443,1.6746,-0.0052,0.0,0.0893,0.0392,188.9675,66.0745,9.5035,0.83,0.0346,0.2958,643.1373,-0.0427,0.0877,1.0478,0.053,23.2931,65.5165,0.042,12.06,0.0,5.7563,0.097,0.0051,0.0,1.3416,-0.0211,0.8,0.1305,0.0,0.3166,1.6755,-4492.0,-0.0191,2943.0,226.6746,0.0001,0.0345,554.0,0.0087,0.0291,2.9555,5.9635,0.0353,5.05,1.2607,2.4794,1.638,0.5671,976.3668,0.0827,0.0024,0.9271,0.3109,5.2679,0.0428,0.0154,0.0478,0.0254,7.116,8.97,797.4004,0.9269,0.0,0.114,31.955,32.9314,59.1407,3.7293,-0.1612,1.4905,0.0571,2.3921,0.0668,32.6039,365.4135,15.2455,0.2015,0.0066,81.2474,0.0141,33.7532,12.24,33.1245,0.0041,-13.1245,148.0726,7.4281,237.3025,0.9458,8.5745,0.0035,49.2,68.986,0.0065,0.0461,0
0.141,0.7287,0.0038,10.4655,0.2211,3.4432,4.372,115.5058,4.3672,6.477,3.2348,1.8222,0.0131,0.0066,5.129,4.5692,0.202,0.016,6.62,1.9131,39.2,0.703,0.2396,3.3542,12.7627,0.0138,0.1074,9.8062,1388.6971,0.0006,0.0008,0.0317,-0.0108,0.0,0.0317,16.696,242.114,-0.0399,21.1973,0.0638,0.0225,0.2173,-3614.0,-0.0001,0.0092,12.3,-0.0008,1.7894,2.869,0.0681,-0.0001,0.0145,360.9091,0.1414,94.0,19.2281,6.9453,16.98835,113.8352,0.3654,5.0108,5.3609,0.0245,3.9825,0.0,3.8496,89.525,319.2044,1.9997,0.013,206.8239,0.1603,0.1789,0.0029,15.4743,5.2933,0.0276,0.6897,0.0014,0.0751,0.0867,7.4801,-0.0457,1.2397,2.15045,0.0388,0.734,2.2959,1.8085,28.3465,0.0089,41.6185,4.9569,-0.0322,16.0958,0.1419,0.0272,-0.0185,20.624,1.5788,2.062,1.6426,3.1219,39.5,-0.001,0.606,0.0485,1.459,0.0441,2.031,5.65,4.3406,1.3898,0.0047,1418.5634,0.0012,51.3661,60.483,4.8965,1.7855,-0.0003,0.2503,0.0179,4170.8635,3.6662,0.0232,110.9606,0.0003,7.36,0.0794,60.8761,0.0155,48.4181,127.2911,13.8831,0.04865,0.026,0.0123,0.265,0.0466,26.4028,47.2677,0.0785,6.1702,219.5129,74.84,0.0143,0.006,0.0295,0.0012,14.5888,0.0,58.859,8750.0,62.9443,2.0344,-0.0043,0.0,0.041,0.0526,328.1437,35.5998,16.781,1.01,0.0483,0.2863,948.1481,-0.0062,0.11954999999999999,1.0083,0.0212,35.0666,74.6875,0.0386,17.6,417.3913,15.4381,0.063,0.0051,0.0,1.9131,-0.0112,0.8,0.1592,0.0,0.7593,1.6755,-4419.75,-0.022,3301.0,473.643,0.0002,0.0728,438.0,0.0133,0.0108,1.315,4.7533,0.0209,6.62,1.1491,3.1443,1.638,0.651,799.1727,0.0734,0.0053,0.8893,-0.1632,4.5056,0.045,0.0161,0.0529,0.0254,7.116,8.97,1006.4004,2.0363,897.561,0.2865,26.852,39.8552,69.9346,5.0754,0.0826,1.4905,0.0571,2.3921,0.0685,32.6039,68.1277,21.4416,0.1494,0.0018,81.2474,0.0009,13.4108,12.48,30.8745,0.0032,-10.8745,345.7995,10.6539,55.4585,0.9636,11.4437,0.0035,47.5155,21.8654,0.0091,0.0088,0
0.148,0.7941,0.0032,14.0347,0.3314,7.1715,1.7379,132.9997,2.8904,6.14,1.9061,2.285,0.0435,0.0056,9.1,5.4174,0.33,0.0173,5.11,1.8194,95.4,0.9737,0.2164,5.9593,20.6837,0.0281,0.1287,4.4267,276.3131,0.0015,0.0009,0.0188,0.0167,-0.0002,0.0386,6.481,109.2593,0.0134,20.6354,0.0301,-0.0016,0.5784,486.0,-0.0001,0.0077,13.51,0.0001,1.5117,2.408,0.1003,-0.0001,0.013,299.6929,0.0846,157.5,17.3769,9.9808,15.4662,64.8119,0.1761,2.7531,2.4109,0.0104,1.5643,0.0,6.5588,12.3297,482.2634,1.8844,0.0009,0.0,0.1442,0.1944,0.0022,42.0939,10.9375,0.0586,0.7901,0.0067,0.0838,0.1081,8.1919,-0.0387,1.0931,2.0902,0.1201,0.479,4.2616,1.2483,33.0612,0.0094,84.5666,1.9847,0.0189,21.3393,-0.0946,0.0297,0.0154,22.655,2.1357,2.7528,2.6071,3.1935,73.3999,-0.0015,0.6738,0.0495,2.4657,0.0518,2.0307,4.15,5.7145,1.2138,0.0039,1590.1699,0.0023,195.0904,61.81,3.2279,2.0054,0.0002,0.3094,0.0129,224.0937,3.0078,0.0503,152.7609,0.0003,6.91,0.0732,38.2563,0.0129,44.3225,98.2862,21.0374,0.0382,0.0048,0.0169,0.266,0.0486,21.1246,80.333,0.0816,5.5494,669.364,78.31,0.0147,-0.0117,0.0135,0.0007,22.0117,42.6295,68.3778,531.0,100.9102,2.4514,-0.0059,0.0,0.0392,0.0459,122.5344,49.4711,14.6594,1.63,0.1197,0.2682,0.0,-0.0251,0.0877,1.0739,-0.0033,50.5498,16.0595,0.0336,15.89,0.0,5.6894,0.0107,0.0066,0.0,1.8194,0.0004,0.9,0.1305,0.0,0.3166,1.1399,-3767.25,-0.0244,605.0,0.0,0.0002,0.1062,328.0,0.0056,0.0353,4.8061,8.6224,0.0454,5.11,1.2607,1.6261,1.876,0.5671,0.0,0.1347,0.0032,1.163,-0.1415,14.0406,0.0586,0.0174,0.0427,0.0171,7.116,6.11,1673.9004,2.2284,500.813,0.1388,26.87,46.308,94.6861,5.0243,0.1229,1.2049,0.0891,2.2047,0.0556,49.9291,221.2291,15.319,0.1871,0.005,243.8362,0.001,34.289,16.97,33.3573,0.0069,-13.3573,195.4545,11.9843,60.6239,0.7248,9.0943,0.003,62.8878,28.4328,0.0053,0.0119,0
0.111,1.0879,0.0031,9.9979,0.4381,3.4057,2.9778,189.4789,4.9224499999999995,4.238,3.174,1.9829,0.0325,0.0061,4.163,6.4245,0.173,0.022,8.93,2.469,169.3,0.6506,0.1398,3.3606,7.6165,0.0109,0.1711,14.8096,1726.4529,0.0016,0.0008,0.0548,0.0106,0.0,0.0392,15.108,2.5321,-0.021,20.8147,0.0428,-0.0006,0.5784,1500.75,0.0001,0.0073,13.96,0.0009,1.2645499999999998,2.635,0.3555,0.0,0.0166,299.5925,0.1291,133.9,28.7735,6.5313,15.4662,94.1468,0.163,4.9696,3.008,0.0104,3.7241,0.0,1.8499,15.9398,547.4018,1.8844,-0.0261,0.0,0.1014,0.1754,0.0024,23.6943,8.1318,0.0339,1.2532,0.0015,0.0732,0.1456,13.6734,-0.0628,0.8555,2.0902,0.1201,0.46,2.4035,1.9316,59.2814,0.0095,89.3204,4.8134,0.0541,23.7318,0.0,0.0292,-0.0182,17.949,1.2509,2.0177,1.5661,2.6796,54.5999,0.0023,0.5815,0.0426,2.4657,0.0364,1.2299,5.92,6.2935,2.7485,0.0042,1226.2217,0.0019,79.0123,81.878,4.5558,0.8223,0.0003,0.2212,0.0162,17.2892,1.9134,0.0264,147.3008,0.0053,6.81,0.0919,391.5106,0.014,22.1599,101.3941,23.952,0.0382,0.0247,0.0127,0.255,0.0515,28.5245,41.6134,0.0763,3.1434,290.545,64.83,0.0175,0.0001,0.0198,0.0009,18.4348,199.3255,79.4118,38.0,0.0,2.2405,-0.0052,0.0,0.0604,0.0624,61.2662,46.3676,15.9382,0.98,0.0367,0.3575,0.0,-0.0297,0.0877,0.9852,0.0121,55.4085,86.1815,0.042,13.37,386.9899,5.7347,0.0591,0.0072,0.0,2.469,-0.0088,1.1,0.1125,0.0,0.1742,1.6521,-4785.25,-0.0307,4124.0,501.273,0.0002,0.0511,498.0,0.0058,0.0236,3.6297,5.8466,0.0367,8.93,1.5675,3.9665,2.1138,0.5671,0.0,0.0906,0.0029,0.9271,0.1406,4.4218,0.0409,0.0093,0.0443,-0.0012,7.116,8.8,1881.8003,0.9442,323.5457,0.1365,43.476,43.4399,50.8033,4.1319,-0.0642,1.4656,0.0891,2.2124,0.0225,31.579,138.7173,40.0792,0.1883,0.0046,86.2659,0.0164,53.6056,11.87,22.2809,0.0064,-2.2809,234.8422,17.3649,196.1918,1.037,8.5745,0.0024,80.7522,67.3247,0.0058,0.012,0
0.06,0.9781,0.0043,8.912,0.3587,4.5859,2.7832,283.9413,3.8406,10.082,3.4818,1.6936,0.0421,0.0065,12.747,4.2411,0.479,0.022,7.29,2.2651,89.9,0.9046,0.2173,3.2936,8.7738,0.0112,0.1591,7.094,1129.4764,0.0015,0.0008,-0.0553,0.0057,-0.0001,0.0275,11.771,138.7345,0.0173,13.5408,0.034,0.0244,0.1927,-7017.0,0.0,0.0099,19.33,-0.0007,1.0486,5.31,0.2347,-0.0001,0.0315,0.0,0.1074,74.7,26.6401,9.518,21.5469,96.0167,0.3887,2.2887,5.2476,0.046,2.885,0.0,3.0754,21.4403,275.9559,1.2268,-0.0526,436.3264,0.1298,0.099,0.0033,21.0164,12.0969,0.0693,1.0013,0.0072,0.0552,0.0703,13.8555,-0.0886,0.7013,1.1533,0.0444,0.376,2.9168,1.584,23.4783,0.0068,65.996,4.0238,0.0999,21.6571,0.7569,0.0339,-0.0052,27.349,1.309,3.396,3.6485,4.7445,59.5,0.0014,0.5065,0.0226,2.8684,0.034,2.7966,5.16,11.5819,1.4168,0.0056,1551.6947,0.0007,64.3704,66.324,6.6891,1.809,-0.0006,0.2024,0.0191,4242.4646,3.3862,0.0273,127.6479,0.0007,11.41,0.0948,146.5461,0.0344,18.7042,115.0276,13.7618,0.0742,0.0175,0.011,0.294,0.1066,32.0718,65.0414,0.0821,5.8848,326.111,13.77,0.0139,0.0033,0.057,0.0009,18.4097,54.5876,27.6074,9735.0,0.0,3.6484,-0.0062,0.0,0.0461,0.0362,193.4799,27.6842,21.6049,1.51,0.0351,0.1944,381.8182,0.0755,0.1531,1.0883,-0.0343,27.1311,100.277,0.0386,16.64,562.6374,13.7334,0.0412,0.0072,0.0,2.2651,-0.0084,0.6,0.0954,0.0,0.9159,1.8868,-2617.75,-0.0084,2625.0,0.0,0.0002,0.1372,553.0,0.0098,0.0255,4.6336,4.7412,-0.033,7.29,1.0577,2.3708,1.4077,0.7104,0.0,0.0667,0.0097,0.9744,0.0366,13.2758,0.032,0.0155,0.1085,-0.0012,7.116,10.12,924.7002,1.5004,716.7421,0.1092,40.022,38.8656,59.973,6.13,0.0229,1.5296,0.0947,2.2707,0.0638,19.8827,196.2373,20.8134,0.2031,0.0041,94.5242,0.0023,25.6734,20.86,35.0255,0.0021,4.9745,650.7177,14.6159,213.973,1.2762,5.7516,0.003,57.6592,59.303,0.0166,0.0114,1
0.138,0.7941,0.0041,45.2513,0.3314,3.3492,2.9778,209.1746,3.6223,5.306,36.6385,0.9019,0.0509,0.0065,5.893,6.4245,0.359,0.022,4.6,1.7175,190.0,0.9737,0.1984,3.9327,13.7064,0.0189,0.0844,14.7621,78.0571,0.0013,0.0004,0.0578,0.0052,0.0002,0.0274,16.87,653.44,0.0202,16.499,0.0348,0.0107,0.1649,-156.25,0.0,0.0116,14.88,0.0015,1.5117,2.408,0.3916,0.0,0.0243,313.9415,0.0655,191.4,22.3738,6.9991,30.8869,161.7219,0.1297,1.8584,3.662,0.0116,4.1724,0.0,4.4394,8.0357,284.7672,1.5494,0.0445,688.5246,0.1569,0.1754,0.0032,23.6943,9.683,0.0569,1.2564,0.0013,0.256,0.1081,5.7756,-0.03,1.2397,1.5038,0.0405,0.942,2.351,1.4101,29.2683,0.0083,69.0647,5.3792,0.055,26.0031,0.1419,0.033,-0.0016,8.613,1.3661,0.9886,1.5525,0.8517,54.5999,0.0011,0.606,0.0474,2.4657,0.0449,1.6239,4.32,8.6123,2.2324,0.0049,1226.2217,0.0012,255.6667,82.978,3.0029,1.7855,-0.0007,0.2934,0.0176,443.1135,2.1817,0.0303,90.3362,0.005,18.89,0.0912,0.0,0.0203,32.0551,109.2861,13.5051,0.0702,0.0088,0.0081,0.168,0.0735,14.6145,41.0551,0.0529,6.1702,290.545,78.31,0.0177,-0.0013,0.024,0.0009,18.4348,64.6497,69.5409,1021.0,0.0,1.0732,-0.0052,0.0,0.0796,0.0583,124.0277,64.0325,21.3546,0.67,0.0739,0.2958,519.2982,-0.0314,0.1972,1.0203,-0.0007,30.5132,5.0782,0.0386,17.93,584.6154,4.7533,0.0203,0.0072,0.0,1.7175,-0.041,0.8,0.1305,0.0,0.3166,38.7818,-3406.75,-0.029,173.0,177.7506,0.0002,0.1175,207.0,0.0085,0.0332,5.4904,6.685,0.0469,4.6,1.2607,5.0383,2.1138,0.6384,0.0,0.0988,0.0031,0.8893,0.0785,3.6439,0.0304,0.0115,0.0728,-0.0012,7.116,142.5,953.8003,1.9518,0.0,0.2578,18.755,32.9314,71.2412,5.3784,-0.0903,1.4656,0.0891,2.4357,0.0582,31.579,163.1644,23.4411,0.1661,0.0036,86.2659,0.0141,65.0641,6.0,19.6236,0.0037,0.3764,0.0,8.2696,58.5086,0.6946,11.4437,0.003,75.9273,61.6322,0.0071,0.007,0
0.207,0.9781,0.0034,16.1636,0.3587,4.2047,2.7832,181.9586,2.8234,8.254,2.592,1.546,0.0493,0.0176,3.786,4.2411,0.671,0.0204,5.93,1.6624,164.2,0.9046,0.1986,11.9997,12.8639,0.0097,0.5054,8.8348,71.0657,0.0012,0.0008,-0.0497,-0.0013,0.0001,0.052,21.184,113.8916,-0.0898,32.5247,0.0595,0.0335,0.4962,-2283.75,-0.0001,0.0208,32.46,0.0053,1.0486,5.31,0.5981,-0.0001,0.0245,553.446,0.1141,210.2,15.9558,10.2848,27.4253,84.5896,0.0762,4.551,5.4179,0.0203,5.1089,331.4286,8.0146,22.3017,228.7502,2.5235,-0.0149,252.4431,0.131,0.099,0.0051,21.0164,13.3333,0.079,1.4885,0.0009,0.1074,0.0703,17.0481,-0.0366,0.8555,2.7987,0.0792,0.723,2.6096,4.7546,90.393,0.0229,77.6903,6.0327,-0.0067,32.7984,0.0,0.0472,-0.009,36.95,1.1442,5.1467,1.2763,5.1457,59.5,-0.0022,0.5815,0.0627,4.1588,0.0455,2.6499,14.84,7.6261,4.4856,0.0052,1551.6947,0.0018,128.2297,100.04,5.1733,0.8223,-0.0002,0.366,0.0174,1151.2273,3.6902,0.0302,87.8372,0.0023,12.52,0.1064,21.6316,0.0329,25.0134,69.8397,11.8432,0.0737,0.0294,0.0132,0.239,0.0846,12.9837,185.6174,0.0786,3.1434,326.111,13.77,0.0143,0.0042,0.0122,0.0009,18.4097,84.1758,104.2529,2601.0,264.7525,3.701,-0.0048,0.0,0.1608,0.0437,125.3219,72.8116,41.3963,1.88,0.0351,0.7178,0.0,0.0757,0.1812,0.8754,0.1128,26.1474,4.2607,0.042,23.32,0.0,2.3027,0.0637,0.0081,0.0,1.6624,-0.0251,2.3,0.0954,0.0,0.9159,1.3749,-3309.3333,-0.0192,141.0,469.4396,0.0002,0.2046,577.0,0.0092,0.0221,6.0921,6.0023,-0.035,5.93,1.0577,2.9004,1.4077,0.6608,828.3186,0.087,0.0052,0.9271,-0.2733,4.4757,0.0461,0.0167,0.1178,0.0077,7.116,7.3701,872.3994,3.2284,959.0778,0.2039,50.11,27.2835,44.4645,6.987,0.0916,1.5296,0.153,2.2646,0.0438,19.8827,52.532,47.1145,0.1598,0.0037,94.5242,0.0064,59.0982,24.1,12.5864,0.0053,27.4136,661.1111,57.7332,200.3328,1.1185,8.5745,0.0034,143.2423,87.2661,0.004,0.0158,1
