sensor_081,sensor_486,sensor_171,sensor_239,sensor_291,sensor_278,sensor_589,sensor_392,sensor_363,sensor_435,sensor_577,sensor_335,sensor_497,sensor_588,sensor_500,sensor_273,sensor_564,sensor_565,sensor_168,sensor_216,sensor_107,sensor_167,sensor_272,sensor_558,sensor_470,sensor_101,sensor_439,sensor_526,sensor_102,sensor_105,sensor_204,sensor_305,sensor_573,sensor_409,sensor_570,sensor_524,sensor_433,sensor_157,sensor_567,sensor_079,sensor_031,sensor_217,sensor_093,sensor_528,sensor_572,sensor_418,sensor_461,sensor_220,sensor_468,sensor_075,sensor_319,sensor_197,sensor_203,sensor_490,sensor_352,sensor_172,sensor_218,sensor_186,sensor_092,sensor_304,sensor_299,sensor_163,sensor_360,sensor_342,sensor_576,sensor_351,sensor_421,sensor_104,sensor_229,sensor_025,sensor_521,sensor_540,sensor_556,sensor_189,sensor_162,sensor_082,sensor_338,sensor_077,sensor_333,sensor_080,sensor_228,sensor_154,sensor_547,sensor_099,sensor_145,sensor_391,sensor_485,sensor_512,sensor_060,sensor_165,sensor_175,sensor_024,sensor_096,sensor_489,sensor_322,sensor_345,sensor_422,sensor_109,sensor_177,sensor_541,sensor_412,sensor_473,sensor_590,sensor_005,sensor_495,sensor_176,sensor_449,sensor_169,sensor_286,sensor_103,sensor_166,sensor_041,sensor_472,sensor_523,sensor_477,sensor_488,sensor_349,sensor_226,sensor_483,sensor_414,sensor_388,sensor_144,sensor_141,sensor_320,sensor_407,sensor_072,sensor_181,sensor_126,sensor_553,sensor_357,sensor_211,sensor_287,sensor_587,sensor_095,sensor_288,sensor_318,sensor_367,sensor_115,sensor_297,sensor_339,sensor_353,sensor_366,sensor_480,sensor_065,sensor_015,sensor_443,sensor_298,sensor_097,sensor_274,sensor_527,sensor_522,sensor_137,sensor_432,sensor_389,sensor_156,sensor_457,sensor_425,sensor_419,sensor_420,sensor_584,sensor_321,sensor_332,sensor_555,sensor_222,sensor_501,sensor_292,sensor_090,sensor_336,sensor_160,sensor_296,sensor_478,sensor_358,sensor_151,sensor_484,sensor_303,sensor_364,sensor_042,sensor_240,sensor_437,sensor_083,sensor_413,sensor_416,sensor_487,sensor_475,sensor_212,sensor_325,sensor_188,sensor_550,sensor_224,sensor_368,sensor_140,sensor_128,sensor_575,sensor_491,sensor_454,sensor_271,sensor_147,sensor_011,sensor_568,sensor_377,sensor_201,sensor_215,sensor_511,sensor_440,sensor_302,sensor_585,sensor_445,sensor_282,sensor_474,sensor_481,sensor_566,sensor_068,sensor_554,sensor_354,sensor_052,sensor_431,sensor_152,sensor_004,sensor_223,sensor_424,sensor_574,sensor_076,sensor_469,sensor_209,sensor_434,sensor_108,sensor_281,sensor_411,sensor_064,sensor_426,sensor_130,sensor_010,sensor_275,sensor_280,sensor_369,sensor_561,sensor_562,sensor_546,sensor_408,sensor_279,sensor_362,sensor_378,sensor_542,sensor_436,sensor_202,sensor_078,sensor_146,sensor_225,sensor_578,sensor_387,label
0.0317,53.8533,0.7164,0.0041,0.0676,2.5492,0.0064,0.0155,0.0088,11.8465,2.1591,0.2927,15.0286,0.0218,0.0,54.5049,0.6764,7.31,0.7,0.1578,-0.0007,3.3,69.3176,2.0447,8.8744,-0.0004,28.2511,7.4708,0.0001,-0.0015,35.889,0.0274,11.47,5.6553,35.0315,0.1526,0.0,0.0283,2.6333,-0.0269,0.2067,0.0749,-0.0002,6.5512,2.4177,7.6804,18.8648,0.0027,5.2947,0.0,3.6454,5.42,7.842,504.2553,0.006,0.1177,0.1185,7.74,0.049,0.0307,0.053,128.0,0.0304,3.2777,0.1055,0.022,1.0604,-0.007,0.0073,1406.25,2.9005,3.7407,58.971,40.121,14415.0,-0.0214,1.8092,-0.0578,1.8092,0.0549,0.0144,0.0074,0.8402,0.1483,0.1201,1.3676,0.0,386.4407,26.2655,0.101,0.2449,271.0,0.0002,350.8197,2.2266,18.4923,4.4658,0.0498,0.1873,0.9288,3.1423,167.0651,72.023,1.2834,0.2023,0.7352,0.9581,0.101,1.3662,-0.0008,0.157,76.52,8.7255,14.9289,15.3855,497.3995,0.0324,1021.5005,252.7045,11.2533,0.0,0.005,0.1444,11.3583,2.992,94.9146,18.34,1.371,0.1923,1.1984,0.1095,4.0511,0.0055,-0.0001,0.1284,0.1953,0.0023,0.0,6943.8027,2.2252,0.0243,0.0049,4.3512,13.7345,6.0188,1.3381,59.0614,0.071,27.1972,0.553,0.0,195.8,22.1979,37.7971,0.38,8.9889,2.792,373.2845,0.0,0.0089,0.0336,0.0786,0.708,0.099,973.3333,0.0078,0.1617,2.8445,473.0,303.1274,7.3145,0.0009,5.656,47.5573,0.2224,327.7506,2.859,0.0057,3.1376,0.0235,19.4203,6.4718,172.0861,37.4136,0.0275,10.7982,27.09,0.4955,136.4214,0.0026,193.213,0.6614,3.7981,53.0708,6.2884,31.4495,0.0495,-0.0048,0.0976,0.0017,17.21,0.0944,58.5714,48.871,1.0745,0.0026,1.0059,0.0136,39.4625,60.4965,0.2369,0.9278,9.2579,0.0418,212.6764,7.3336,11.59,994.9032,0.002,93.9719,0.3232,-0.0433,20.6355,57.42,9.1022,0.0887,0.0144,6.867,10.3014,4.2151,0.1892,-0.0137,59.558,0.0373,0.0029,0.0293,13.7543,7.116,1.4348,0.0013,39.5914,0.0017,11.1553,5.3397,5.42,-0.0022,0.051,0.0243,13.3699,0.0102,0
-0.0045,423.871,0.9299,0.004,0.138,2.3226,0.0062,0.0106,0.0291,7.387,1.5497,0.0821,47.9551,0.0187,569.9443,55.0121,0.6501,4.6,0.7,0.0833,-0.0023,2.6,56.6586,1.6337,3.7097,-0.0002,29.0323,4.255,0.0,0.0003,19.621,0.0318,8.29,3.3171,14.6457,0.1512,8.8564,0.0445,2.1479,-0.0155,0.2019,0.0844,0.0034,6.0567,1.8002,5.5495,30.5181,0.0038,5.4007,0.0,2.3607,11.18,11.69,322.6049,0.0343,0.1314,0.1288,4.73,0.0718,0.0298,0.0293,256.0,0.0341,2.9108,0.0651,0.0575,2.9609,-0.0073,0.0119,916.0,1.8671,3.5553,74.3869,73.94,333.0,-0.005,3.415,0.0185,3.415,0.0198,0.0192,0.0202,1.4737,-0.0126,0.08,0.6844,603.1063,0.0,-21.2055,0.04,0.2684,-3760.0,0.0001,0.0,1.5471,19.4358,4.4202,-0.0664,0.2843,0.8887,2.3807,27.5562,102.894,1.3555,0.0747,0.8816,0.2327,0.071,1.4306,0.0315,0.032,78.27,13.4782,17.5355,17.0593,0.0,0.0316,1307.0005,347.3982,34.7666,0.0,0.0043,0.4713,5.0914,3.0082,113.4075,13.83,1.021,0.5515,1.3067,0.1306,4.8053,0.0182,-0.0001,0.2101,0.1969,0.0033,0.0,138.6819,3.2349,0.0229,0.0049,1.8723,20.0445,3.5932,1.5009,108.4958,0.0791,18.9433,2.1698,0.0,183.2,25.5441,48.4964,0.45,12.9338,4.8135,0.0,914.2857,0.0122,0.0535,0.0776,0.5761,0.0954,515.9892,0.0136,0.2114,3.4266,2029.0,328.0132,5.8753,0.0011,4.637,257.6455,0.2369,516.0934,3.578,0.0041,1.055,0.0399,15.7817,7.089,387.3418,23.8455,0.0476,22.1118,10.49,1.0962,113.071,0.0027,257.26,0.6737,2.9696,62.3644,5.898,19.2296,0.0324,-0.0035,0.0351,0.0013,11.04,0.0765,54.8885,35.1679,0.8043,0.0028,0.8926,0.0104,27.1323,55.7212,0.0952,0.9414,7.1189,0.0452,242.2825,32.8876,19.205,1630.1128,0.0007,129.05,0.2435,-0.0376,52.7223,63.192,27.9476,0.0162,0.016,7.0663,13.2627,6.7938,0.0946,-0.0037,80.9879,0.0231,0.0028,0.0592,53.157,7.116,0.6652,0.0011,39.7601,0.0013,5.2422,2.2631,11.18,0.0209,0.0516,0.1014,13.5286,0.0062,0
-0.0759,181.5941,0.6523,0.0047,0.1538,2.5765,0.0062,0.0065,0.0159,4.7386,1.8952,0.1208,21.6078,0.0187,0.0,32.7367,0.6032,4.51,0.9,0.0822,-0.0005,2.5,21.0981,1.1206,5.9984,-0.0004,32.4,2.5666,0.0002,-0.0006,31.413,0.1642,10.13,6.3228,18.6258,0.0676,78.9872,0.0678,1.8389,-0.0649,0.2359,0.0624,0.0016,6.9242,2.4213,7.7285,24.902,0.0026,5.8809,0.0,2.8152,5.51,5.411,234.8459,0.0486,0.1477,0.1048,4.12,0.1238,0.0368,0.0286,5232.0,0.0183,1.5908,0.0833,0.009,2.4532,-0.0071,0.0245,-2993.0,2.673,3.7407,60.8642,50.462,4227.0,-0.0135,1.4943,-0.0123,1.4943,0.0222,0.0214,0.0127,1.5556,0.3294,0.1214,0.5367,64.4317,784.3137,-7.5382,0.132,0.3169,-5351.5,0.0001,461.3678,1.374,27.6425,5.1627,-0.0104,0.3838,0.9288,3.3742,102.5312,102.894,1.2795,0.2325,0.7077,0.2082,0.095,3.6836,-0.0922,0.128,78.68,4.5464,9.5348,11.7522,400.0,0.0236,937.8008,0.0,9.6657,0.0,0.0048,0.1237,10.5846,2.992,106.5328,16.85,1.371,0.4073,1.5929,0.0952,1.2604,0.0182,0.0,0.1677,0.1479,0.0055,0.0,1793.8236,1.5438,0.0288,0.0059,3.4997,27.5382,11.5545,1.6333,2171.4545,-0.0284,28.2839,2.3046,0.0,60.7,15.7059,22.2605,0.51,11.8789,1.0252,452.8166,0.0,0.0118,0.0403,0.0938,0.3677,0.0634,0.0,0.026,0.2074,1.8373,495.0,182.7993,3.5277,0.0008,11.15,363.5628,0.2949,289.9466,2.096,0.005,1.7158,0.0446,27.439,8.091,447.8921,14.6781,0.0449,14.0604,21.73,0.9468,137.9384,0.0043,283.323,0.6614,3.5979,78.3963,4.4843,36.4136,0.0887,-0.0027,0.047,0.0015,21.54,0.0996,66.4311,40.2732,0.9029,0.0028,0.9062,0.0209,20.0086,79.0132,0.1124,1.0375,7.9136,0.0418,202.6422,8.9181,4.32,1032.5542,0.0023,96.4996,0.2431,0.0037,73.0945,84.175,174.8079,-0.0314,0.0166,4.06,21.0082,5.5351,0.1892,-0.0139,95.1609,0.0449,0.0035,0.0405,17.4245,7.116,1.4348,0.0012,45.5658,0.002,11.1553,6.5574,5.51,0.0306,0.0628,0.0448,10.039,0.0105,0
0.0063,62.7824,0.7393,0.0047,0.1402,1.6224,0.0062,0.0112,0.0133,9.9123,2.1088,0.1081,27.389,0.0187,0.0,77.0345,0.6796407264296753,6.44498454404946,0.9,0.0498,-0.0027,3.5,44.732,1.6230700076511093,6.2929,-0.0004,27.931,5.7994,0.0,-0.0003,30.011,0.1206,11.18,4.5185,21.11767403400309,0.0631,48.1951,0.0466,2.610869629057187,0.021,0.2537,0.0584,-0.0035,6.4478,2.1279,6.394,27.403,0.0027,6.1223,0.0,2.629,9.4,10.058,0.0,0.0064,0.0978,0.058,7.79,0.1679,0.0401,0.0717,444.0,0.0305,2.0215,0.0803,0.0214,2.6819,-0.0037,0.0136,19.0,4.2385,3.165,57.746537184391734,32.001,1769.0,-0.0638,2.2766,-0.0161,2.2766,-0.0319,0.0356,0.0125,1.039630298393267,0.0069,0.101,0.7654,344.5545,0.0,4.3109,0.11,0.3417,-3670.5,0.0002,91.5361,2.4006,26.2294,6.3214,-0.0672,0.2125,1.1439,2.3943,116.4899,102.894,1.2579,0.1536,0.7608,0.5377,0.12,1.6593,-0.0617,0.033,74.27,10.1743,16.2799,9.5139,787.3518,0.0266,1066.0,0.0,136.3601,0.0,0.0021,1.7153,10.1559,3.892,116.8756,19.92,1.035,0.27668798775822495,1.7561,0.1023,4.0962,0.0182,-0.0002,0.1445,0.104,0.0039,0.0,824.4952,2.34,0.0301,0.0106,3.6146,15.6891,5.7765,1.1022,202.2375,0.1323,16.3972,0.2959,0.0,154.2,5.2999,45.0206,0.49,9.3725,3.0621,882.1256,0.0,0.0141,0.026,0.085,0.5036574598316756,0.099,504.8724,0.0154,0.1495,3.1321,422.0,62.3779,4.5025,0.0009,5.613,448.9922,0.2774,372.7807,3.513,0.005,0.4551,-0.0017,30.0452,4.8915,288.4268,54.05,0.0724,9.7802,23.25,0.6632564651874522,100.2177,0.0038,547.576,0.6217,3.933,69.1918,3.3496,24.6061,0.0549,-0.0029,0.06008639876352396,0.0016,12.01,0.0919,126.5993,47.3062,1.092,0.0039,0.9785,0.017,59.9142,59.6874,0.1456095054095827,0.9112,7.703873527161439,0.0222,116.779,7.7453,12.814,1822.5073,0.0015,97.1688,0.2652,0.0102,218.0515,69.76,0.0,0.0,0.0255,8.4785,10.3099,4.7212,-0.0946,0.0103,176.2282,0.0382,0.004,0.1987,47.1809,7.116,0.8531,0.0007,32.4074,0.0018,6.7186,5.5696,9.4,0.0152,0.0913,0.0409,12.4612,0.0123,0
-0.1026,208.7668,0.7461,0.0037,0.12342697495183043,2.5104,0.0042,0.0257,0.0114,7.5703,1.6335,0.248,24.4271,0.0153,0.0,63.4522,0.6831,5.7,1.0,0.0956,0.0024,2.3,57.5674,1.9007,4.5258,-0.0001,34.6154,14.0334,-0.0001,0.0001,18.782,0.06,8.7,5.413,18.5945,0.1117,116.6427,0.0784,2.2627,-0.0428,0.2012,0.1042,0.0021,5.9884,2.0612,6.4162,28.6826,0.0028,5.4841,0.0,2.5594,5.98,7.07,182.0149,0.0444,0.1276,0.0673,4.98,0.0789,0.0328,0.0351,55.0,0.0116,2.6404,0.0894,0.0152,1.8393,-0.0056,0.0168,1502.0,2.802,2.9848,47.5305,66.228,4058.0,-0.0182,1.8159,-0.0305,1.8159,-0.0329,0.0237,0.0127,0.8358,-0.1703,0.0939,0.6299,47.8293,0.0,29.1164,0.07,0.404,-3479.0,0.0002,571.7421,1.6633,29.3798,2.4795,-0.0024,0.2046,0.8042,2.3759,164.1035,45.3701,1.5099,0.3193,0.9077,0.2119,0.116,3.9061,0.0851,0.051,14.71,4.2592,13.8822,31.7482,93.1774,0.0208,1129.9004,571.9557,21.371,0.0,0.0043,0.3227,4.8101,2.7696,76.6549,12.9,0.9176,0.1492,2.0919,0.0775,2.3827,0.0336,-0.0001,0.1125,0.1411,0.004,0.0,1750.219,1.8122,0.0291,0.0075,2.7914,10.8836,11.792,1.1639,25.5473,0.1224,18.7645,2.3903,0.0,149.7,23.9286,34.2084,0.5071714836223506,7.3491,1.7979,0.0,0.0,0.0166,0.0308,0.0778,0.7115,0.035,685.7143,0.0271,0.1634,1.4244,599.0,334.6431,7.5726,0.0008,13.912,162.1001,0.3887,384.7782,4.819,0.0034,0.9822,0.037,10.4966,6.9713,377.453,39.8156,0.0494,21.3435,10.54,0.3973,139.5775,0.0032,176.234,0.6274,3.0409,71.6987,4.8845,32.1752,0.0565,0.0047,0.045,0.0013,17.21,0.1243,66.5169,57.6477,0.7753,0.0045,0.9103,0.0155,54.9449,119.4,0.127,0.8446,9.5606,0.0477,230.8992,9.4301,7.554,1678.9669,0.0031,117.9783,0.2955,-0.0135,20.5383,91.526,3.6618,0.121,0.0154,6.7248,10.4873,3.7977,0.6623,0.0001,66.2658,0.0277,0.0034,0.0359,16.8093,7.116,0.8687,0.0011,45.3788,0.001,6.3787,3.6779,5.98,-0.068,0.0499,0.0399,14.338,0.0091,0
0.0849,119.3103,0.8929,0.0037,0.127,2.2961,0.0043,0.0088,0.0315,3.1502,1.6996,0.0817,54.5181,0.0117,0.0,36.0109,0.6665,8.73,0.9,0.0618,-0.0009,1.4,46.7019,2.0713,4.3727,0.0003,34.7639,4.3131,0.0,-0.0012,19.055,0.1828,9.08,6.4806,15.0223,0.0695,205.032,0.0522,3.3193,-0.0435,0.204,0.0488,0.0003,6.7662,1.9665,6.6445,24.4892,0.0035,5.3192,0.0,2.0252,4.49,6.063,62.7551,0.0261,0.0973,0.0369,7.15,0.0001,0.0609,0.0187,873.0,0.0278,1.4049,0.049,0.0386,2.3248,-0.0043,0.0368,40.0,4.091,3.7964,56.0051,53.884,15850.0,-0.0189,1.4581,-0.0174,1.4581,0.0198,0.0165,0.0152,0.8038,-0.0527,0.0951,0.5353,0.0,334.6939,15.8609,0.032,0.3503,-7730.5,0.0003,258.543,2.1513,26.3512,3.3975,0.2061,0.3867,0.9726,3.6303,45.0382,58.5665,1.4215,0.8118,0.7153,0.362,0.2,2.3477,0.0553,0.073,79.42,5.8846,8.1921,14.9377,72.813,0.019,824.5996,456.9683,91.1645,0.0,0.0033,1.2959,6.0981,3.5029,107.8445,11.92,1.021,0.185,1.0981,0.0748,3.383,0.0199,0.0,0.084,0.2247,0.0085,0.0,7459.8744,1.9967,0.0137,0.0046,1.7277,24.1391,5.7457,1.1106,416.0793,-0.0771,25.5822,0.5332,0.0,112.1,14.7144,15.2729,0.42,8.0061,2.934,0.0,474.0307,0.0147,0.0351,0.0749,0.7195,0.0894,0.0,0.018,0.2114,1.9391,1863.0,181.9292,2.7354,0.0011,7.908,448.415,0.2892,214.0809,1.886,0.0041,0.9929,-0.0588,43.711,8.2905,228.1378,18.4579,0.0778,18.4639,12.64,0.4501,107.2256,0.0055,741.21,0.628,3.0504,39.4633,5.9782,34.726,0.0405,0.0085,0.0413,0.0012,10.48,0.0451,86.8035,98.0392,0.4353,0.0038,0.9043,0.0121,18.6005,67.92,0.1001,1.0866,8.8969,0.0305,220.0315,36.542,12.317,1695.7049,0.0079,137.6327,0.1497,0.0164,28.3086,73.248,0.0,0.0,0.0133,3.7882,23.2691,2.9927,0.0946,0.0022,238.6018,0.0331,0.0068,0.0391,13.9158,7.116,1.3055,0.0008,35.2281,0.0017,9.7683,1.5934,4.49,-0.0031,0.0418,0.1153,7.6104,0.0103,0
0.0753,292.4117,0.9365,0.0041,0.1432,1.4215,0.0043,0.0087,0.0193,12.4561,1.5138,0.091,32.8879,0.0117,0.0,48.2584,0.6275,5.22,0.6,0.0947,0.0004,3.1,48.7921,1.9029,4.6338,0.0,19.0813,4.5816,0.0,0.0003,24.0891,0.0639,8.1,6.0503,8.6607,0.1249,21.1913,0.0359,2.0481,-0.0333,0.2229,0.0529,0.0023,5.2619,2.2935,3.6098,19.0156,0.0033,4.8682,0.0,2.1717,9.01,12.878,559.7668,0.0422,0.132,0.096,6.32,-0.0928,0.0196,0.051,157.0,0.0132,2.6203,0.0441,0.0335,2.1292,-0.006,0.0193,1500.25,2.1444,2.9848,48.3734,40.839,788.0,-0.0412,2.4717,-0.0422,2.4717,0.0577,0.0308,0.0123,0.611,0.0233,0.0525,0.8653,0.0,0.0,26.7745,0.08,0.2885,-3718.5,0.0003,128.3202,1.7369,29.4107,2.0314,-0.0873,0.1965,0.8042,2.9181,128.9886,58.5665,1.2188,0.0569,0.8603,0.1857,0.056,3.6773,0.001,0.123,14.55,3.4713,19.9729,40.9515,125.7636,0.0371,1460.8999,230.2835,10.6427,0.0,0.0043,0.1297,4.8639,2.7696,72.1031,14.82,0.9176,0.111,1.5485,0.1249,2.2494,0.0199,-0.0001,0.2329,0.1205,0.0053,0.0,361.1809,3.5393,0.0317,0.0074,2.1926,13.2255,9.5221,1.5234,68.4513,-0.0255,22.5106,0.4385,0.0,123.9,18.4187,43.9254,0.45,10.4207,1.6793,0.0,0.0,0.0128,0.0447,0.0729,0.7361,0.0353,0.0,0.0121,0.2036,1.1107,145.0,247.4448,5.7668,0.0009,12.328,194.4346,0.1878,457.432,4.866,0.0042,2.3334,0.0171,45.1098,4.495,183.7686,64.0186,0.0821,12.7978,9.41,0.2955,63.5398,0.0036,480.957,0.6274,2.8442,67.2986,3.9971,34.4617,0.0626,-0.0003,0.0234,0.0016,13.62,0.106,68.7631,25.1246,0.8846,0.004,0.7115,0.0185,68.1262,144.5999,0.0543,1.0994,10.2357,0.0501,214.7661,2.279,6.774,1066.1908,0.0006,129.4674,0.1188,-0.0542,33.6514,104.261,10.4649,-0.1042,0.02,6.4137,10.5591,7.6113,0.6623,-0.0052,149.675,0.0184,0.0072,0.0895,32.8864,7.116,0.8687,0.0009,18.7764,0.0013,6.3787,4.2078,9.01,-0.0066,0.08,0.067,5.1798,0.0068,1
0.032,266.1491,0.9737,0.0061,0.1137,2.0299,0.0105,0.0126,0.0164,9.3259,1.7099,0.2028,26.529,0.0299,0.0,29.3242,0.7711,9.9,1.0,0.0845,-0.0016,2.6,20.8911,1.1286,5.1351,0.0,37.9747,6.1265,0.0001,-0.0011,23.663,0.052,9.08,4.3775,11.9065,0.0696,33.3837,0.0394,4.3444,-0.0322,0.1947,0.0839,-0.0004,3.5638,2.2599,16.2854,26.9323,0.0024,5.1071,0.0,2.1345,3.72,6.287,221.4857,0.0429,0.1305,0.0646,6.1,-0.0464,0.0331,0.0394,51.0,0.0142,2.84,0.0784,0.0146,1.8787,-0.0043,0.0222,1497.5,2.0507,3.5553,64.0216,56.751,1326.0,-0.0335,1.0653,-0.0192,1.0653,0.0025,0.0238,0.0111,0.7262,0.163,0.2425,0.9729,335.0785,320.0,-3.2509,0.054,0.3314,-3972.0,0.0002,250.6348,1.6726,30.5784,4.0968,-0.1621,0.2906,0.8887,2.9731,144.6852,131.2543,1.2723,0.1655,0.8317,0.3166,0.091,0.8076,0.0078,0.033,78.31,3.4222,15.741,60.914,264.0625,0.0272,1499.0,356.8922,10.6183,0.0,0.0052,0.1351,7.346,3.0082,69.7495,14.61,1.021,0.1992,1.8131,0.1068,3.6404,0.0228,0.0,0.239,0.0758,0.0063,0.0,565.8987,1.9793,0.0215,0.0059,3.6126,23.2509,2.4472,1.5117,21.1739,-0.0931,23.8911,1.9073,0.0,74.3,23.2462,43.649,0.41,7.983,2.9271,0.0,556.1254,0.015,0.0284,0.0746,0.346,0.0438,0.0,0.0157,0.2013,1.3579,198.0,326.1966,7.3364,0.0008,2.492,182.2454,0.364,470.6675,2.408,0.0036,0.6413,0.0292,28.8395,5.7549,0.0,19.265,0.0349,21.2544,20.96,0.4649,121.8027,0.0039,313.986,0.6737,3.1635,81.395,2.5296,24.3907,0.0488,-0.0088,0.0384,0.0018,16.08,0.0741,142.6901,46.7466,0.8531,0.0043,0.7941,0.0147,15.9994,133.5122,0.0918,1.2059,8.7864,0.0461,210.7175,3.1477,12.072,1088.7359,0.0016,101.8314,0.2787,-0.0299,114.4298,93.124,3.4057,-0.0819,0.0166,3.358,11.1138,7.7053,0.0946,-0.0007,103.035,0.07,0.0047,0.1201,57.5388,7.116,0.6652,0.0012,42.6832,0.0015,5.2422,2.8507,3.72,0.0096,0.0529,0.0534,12.3326,0.0057,0
-0.068,240.2742,0.6135,0.0035,0.1392,2.2926,0.0105,0.0086,0.0079,10.1334,1.3075,0.1441,15.3909,0.0299,0.0,51.0825,0.6889,9.65,1.1,0.1382,0.002,3.5,20.2462,1.3778,4.7308,-0.0003,40.9091,4.0794,0.0003,0.0002,22.341,0.0867,6.99,4.2603,18.6842,1.1203,127.1506,0.0818,3.7929,-0.0292,0.2276,0.0813,0.0004,3.1046,2.1965,6.2116,29.7352,0.0022,5.0769,0.0,2.408,6.54,6.404,274.8109,0.0323,0.0636,0.1181,5.05,-0.029,0.0355,0.061,4138.0,0.0325,2.2657,0.1078,0.0314,2.794,-0.0054,0.0148,-2849.0,3.1237,2.9848,57.7663,61.241,5491.0,-0.0304,2.1771,0.0285,2.1771,-0.0101,0.0152,0.0111,1.0049,0.6129,0.0967,0.941,266.9166,0.0,0.2309,0.052,0.2945,-4318.5,0.0001,267.6543,1.7496,18.5826,4.4787,0.0595,0.1059,0.8042,2.897,89.2021,131.2543,1.2484,0.4442,0.7314,0.8637,0.113,1.6187,0.0441,0.168,72.29,8.8288,16.3797,14.8656,203.1606,0.0288,962.2002,522.7907,8.2656,0.0,0.0047,0.1032,6.1246,2.7696,90.4021,14.7,0.9176,0.2432,1.4555,0.1124,3.092,0.0228,0.0001,1.0531,0.1701,0.0048,0.0,2564.232,1.9081,0.0227,0.0048,2.4314,19.7691,2.9634,0.6953,1967.6658,-0.2197,22.1896,0.3656,0.0,65.8,13.7175,33.2696,0.5,8.0569,2.8631,279.4393,0.0,0.0136,0.0293,0.077,0.4212,0.103,737.6947,0.028,0.1486,2.9996,565.0,174.9026,5.9349,0.0007,5.088,199.6491,0.3723,307.7812,3.958,0.0042,2.4078,0.043,21.3302,6.3371,700.9901,22.8149,0.0569,17.7541,15.51,0.5805,88.7832,0.0042,231.09,0.6274,2.4866,58.4758,4.7927,23.5637,0.0518,-0.0043,0.0616,0.0015,14.93,0.0708,65.1163,49.6582,1.207,0.0037,0.7257,0.0144,33.0819,63.0915,0.1287,1.0433,8.4877,0.0572,205.9546,10.4838,11.863,1083.3937,0.0043,171.6968,0.3379,-0.0215,0.0,57.036,145.2439,0.0447,0.0166,6.055,16.7373,32.3491,0.6623,-0.0214,76.9317,0.0319,0.0023,0.0757,44.248,7.116,0.8687,0.0011,31.2473,0.0014,6.3787,2.6373,6.54,0.0267,0.0598,0.0229,15.382,0.0091,0
0.0519,162.2556,0.5614,0.0056,0.0571,2.955,0.0054,0.0074,0.012,14.2268,1.9517,0.0963,22.9395,0.018,919.4805,38.9485,0.7547,4.59,0.4,0.0753,0.0012,4.6,68.4336,2.066,4.2829,-0.0001,12.3288,4.1329,0.0002,0.0,24.366,0.051,10.45,3.3281,33.1318,0.106,0.0,0.0253,1.8099,-0.055,0.2213,0.0881,0.0019,6.2993,2.3964,6.6146,28.2505,0.0043,5.1235,0.0,2.3517,3.55,4.14,612.4675,0.0386,0.0776,0.1179,3.84,-0.0803,0.0254,0.0567,138.0,0.0142,1.6207,0.1117,0.0312,1.5273,-0.0057,0.0334,1437.0,2.9804,3.5363,47.0943,57.751,10391.0,-0.0023,1.0708,-0.0311,1.0708,0.0275,0.0177,0.0055,1.5328,0.3287,0.0971,1.2621,371.4286,0.0,26.4509,0.097,0.3236,-952.75,0.0001,0.0,1.0947,10.2951,3.0631,-0.0243,0.2242,1.3362,2.3415,213.7686,128.2819,1.5714,1.3638,0.6467,0.8947,0.084,1.5064,0.1096,0.083,74.21,4.7764,16.5957,7.2331,145.1566,0.023,1086.2002,0.0,20.2645,0.0,0.0061,2.8181,6.6825,5.3196,102.6512,15.01,1.097,0.2934,1.6452,0.0853,5.2573,0.014,0.0001,0.5074,0.0726,0.0065,0.0,4777.9626,1.1331,0.0158,0.0047,2.8208,13.5491,3.3456,0.8463,57.4978,-0.1238,16.5258,0.3707,0.0,184.5,25.9383,45.692,0.18,9.7109,3.9158,0.0,0.0,0.0138,0.0345,0.0762,0.7505,0.0436,0.0,0.0078,0.1566,1.9808,574.0,345.8902,3.6881,0.0014,5.295,240.0644,0.1424,396.2052,2.963,0.0051,1.6739,0.0192,46.1277,10.2346,197.0461,25.4997,0.0746,19.443,15.5,0.7218,138.3851,0.0032,846.8969,0.656,3.559,63.419,2.3479,19.4722,0.0476,0.0018,0.0903,0.0021,17.84,0.0542,98.0306,37.9518,1.3407,0.0038,0.9349,0.0141,26.201,17.0223,0.25,1.3415,8.3114,0.0322,204.4244,8.7784,16.435,1835.9832,0.0131,158.2659,0.3497,-0.0068,13.4211,37.836,9.6033,0.0716,0.014,3.8456,8.3455,20.0998,-0.0473,0.0033,293.0355,0.0338,0.0045,0.0359,16.8093,7.116,1.2374,0.0016,49.5449,0.0015,9.4854,5.1575,3.55,0.0199,0.0458,0.0359,14.5937,0.0103,1
